,지역,title,target
47,마포구,[★온라인강연][지혜의도서관] 인류세와 미술 (12회차강연),일반교양
48,마포구,[★온라인강연][한국어문학과 포노사피엔스4] 포노사피엔스의 워라밸이란,일반교양
49,마포구,[★온라인강연][2021년 평화 1번지 마포] 여행하며 맛 본 북한의 음식 ,일반교양
50,마포구,[★온라인강연][한국어문학과 포노사피엔스3] 디지털 리터러시와 시적 언어의 학습효과,기술교육
51,마포구,[★온라인강연][지혜의도서관] 인공지능은 예술작품을 창작할 수 있을까 (11회차강연),취미
52,마포구,[★온라인강연][지혜의도서관] SF문학으로 보는 포스트휴머니즘 (10회차강연),일반교양
53,마포구,[★온라인강연] 화요미시회(8회강연),일반교양
54,마포구,[★온라인강연][미디어 평생교실] 미디어 리터러시 - 학부모 연수,가족/양육
55,마포구,[★온라인강연][아웃사이더 인문학] <클래식> 클래식이 알고싶다 – 브람스를 좋아하세요?,일반교양
56,마포구,[★온라인강연] 2021독서의 달 기념_마중도 탐구생활3:대동여지도 간행 160주년 강의,일반교양
57,마포구,"[★온라인강연][지혜의도서관] 환경과 생태, 지구를 살리는 소비 (9회차강연)",일반교양
58,마포구,[★온라인강연] 2021독서의 달 기념_마중도 탐구생활2:학자의 눈으로 바라본 박완서,일반교양
59,마포구,[★온라인강연][지혜의도서관] 수소로 전기와 열을 만드는 세상 (8회차강연),일반교양
60,마포구,[★온라인강연] 2021독서의 달 기념_마중도 탐구생활1:출판인의 눈으로 바라본 박완서,일반교양
61,마포구,[★온라인강연][지혜의도서관] 기후변화와 우리의 미래 (7회차강연),일반교양
62,마포구,[★온라인강연][아웃사이더 인문학] <윤리학> 윤리학의 분투 – 생활 속의 응용윤리,일반교양
63,마포구,[★온라인강연][아웃사이더 인문학] <철학> 왜 공부하는 삶을 사는가?,일반교양
64,마포구,[★온라인강연][지혜의도서관] AI윤리기준:인공지능과의 공존 (6회차강연),일반교양
65,마포구,[★온라인강연] 마포중앙도서관X소극장 산울림「우리가 사랑한 영미고전」 2회차강연,일반교양
66,마포구,[★온라인강연][지혜의도서관] 포스트휴먼과 포스트휴머니즘 (5회차강연),일반교양
67,마포구,[★온라인강연] 마포중앙도서관X소극장 산울림「우리가 사랑한 영미고전」 1회차강연,일반교양
68,마포구,[지혜의도서관] 뇌과학과 인공지능은 같은 학문일까(3회차강연),일반교양
69,마포구,[온라인] 작지만 확실한 행복 북스타트 소확행 그림책 테라피,취미
70,마포구,2021년 어르신 독서 동아리 '책으로활짝 60+'(2021 큰글자책숲 여행),시니어
71,마포구,[북스타트] 심화 : 하루 15분 그림책 읽어주는 아빠 프로젝트,가족/양육
72,마포구,[지혜의도서관] 인공지능의 미래:슈퍼인텔리전스(2회차강연),일반교양
73,마포구,[도서관 지혜학교] 중국의 옛 노래로 배우는 즐겁게 살기의 지혜,일반교양
74,마포구,"〈동서양 역사 속의 질병과 의학 이야기〉 한국 최초의 여의사, 박에스더 (4회차)",일반교양
75,마포구, '아티스트웨이' 프로그램,커뮤니티
76,구로구,2022년 북스타트 부모교육,가족/양육
77,구로구,[독서동아리 지원]처음 만나는 서평쓰기,취미
78,구로구,[학부모캠퍼스] 우리 부부가 함께 육아하는 법,가족/양육
79,구로구,"[도서관대학] 미리 만나느 멋과 예술의 나라, 스페인 여행",일반교양
80,구로구,[동네책방] 내 삶을 관통하는 질문 하나,일반교양
81,구로구,[학부모캠퍼스]영화를 통해 찾아보는 우리아이 성격과 강점,가족/양육
82,구로구,"뻔하지 않은 책놀이 북트레일러:독서, 영상에 날개를 달다!",기타
83,구로구,"사이다 그림책 읽기, 가래떡부터 고구마유까지~",기타
84,구로구,문학 속 정원 이야기,일반교양
85,구로구,고전철학 : 제자백가와 한판 씨름,일반교양
86,구로구,에니어그램 성향에 따라 스트레스도 다르다고?!,일반교양
87,구로구,그림으로 만나는 우리 정원 이야기,일반교양
88,성동구," [길 위의 인문학] 100세 시대, 노년을 위한 도서관 경제인문학 (3차, 행복한 노후 매뉴얼)",시니어
89,성동구, [메이커] [메이커 창·취UP] 3D프린터 조립교실,취미
90,성동구, [메이커] [메이커 창·취UP] 슬기로운 3D프린터 생활(초급),취미
91,성동구, [메이커] [메이커 창·취UP]드론입문 및 항공촬영,취미
92,성동구," [길 위의 인문학] 100세 시대, 노년을 위한 도서관 경제인문학 (2차, 부자는 매일 아침 경제기사를 읽는다)",시니어
93,성동구, [메이커] [메이커 창·취UP] 슬기로운 3D프린터 생활(초급),취미
94,성동구, [디지털배움터] [9월]나도 프레젠테이션(PPT) 전문가(기초),기술교육
95,성동구, [디지털배움터] [9월]SNS 제대로 배우기(인스타/블로그),기술교육
96,성동구, [디지털배움터] [9월]스마트폰의 이해와 활용,취미
97,성동구, [디지털배움터] [9월]온라인 학습을 위한 스마트한 학습 도우미,기술교육
98,성동구, [디지털배움터] [9월]왕초보 컴퓨터 배우기,시니어
99,성동구, [디지털배움터] [9월]나도 유튜브 크리에이터,취미
100,성동구, [디지털배움터] [9월]비대면-SNS 제대로 배우기(인스타/블로그),기술교육
101,성동구, [디지털배움터] [9월]비대면-나도 스프레드시트(엑셀) 전문가(기초),기술교육
102,성동구, [디지털배움터] [9월]비대면-나도 프레젠테이션(PPT) 전문가(기초),기술교육
103,성동구, [디지털배움터] [9월]비대면-나도 프레젠테이션(PPT) 전문가(심화),기술교육
104,성동구, [디지털배움터]  [9월]비대면-나도 스프레드시트(엑셀) 전문가(심화),기술교육
105,성동구, [디지털배움터] [8월]비대면-나도 파워포인트 전문가(심화),기술교육
106,성동구, [디지털배움터] [8월]비대면-나도 파워포인트 전문가(기초),기술교육
107,성동구, [디지털배움터] [8월]나도 유튜브 크리에이터,취미
108,성동구, [디지털배움터] [8월]스마트폰의 이해와 활용,취미
109,성동구, [디지털배움터] [8월]스마트폰 앱을 이용한 편리한 교통생활,취미
110,성동구, [디지털배움터] 스마트폰의 이해와 활용,취미
111,성동구, [디지털배움터] 왕초보 컴퓨터 배우기,시니어
112,성동구, [디지털배움터] 나도 유튜브 크레이터,취미
113,성동구, [디지털배움터] 나도 프레젠테이션 전문가(기초과정),기술교육
114,성동구, [디지털배움터] 나도 이제 사진작가!,시니어
115,성동구, [문화행사] 2022년 금호도서관 금호의 서재 연계  「레진아트 바다 그립톡」 특강 참여자 모집(성인반) ,일반교양
116,성동구, [문화행사] 금호도서관 <1인 미디어 크리에이터 양성과정> 참여자 모집,취미
117,성동구, [문화행사] 2022년 독서토론 리더 양성과정 참여자 모집 ,기술교육
118,성동구, [성인독서회] 2022년 금호도서관 성인 독서동아리 <독서공방> 회원 모집 안내 ,취미
119,성동구, [독서의 달] 용답도서관 <청소년기 부모교실> 특강 ,가족/양육
120,성동구, [어르신문화프로그램] 2022 디지털 문해 학습,시니어
121,성동구, [길 위의 인문학] 2022년 용답도서관 길위의 인문학 '왠지 끌리는 명화 인문학',일반교양
122,성동구, [어르신문화프로그램] 어르신 청춘 문화 프로젝트 ‘미술과 공예로 행복만들기’,시니어
123,성동구, [독서회] 용답도서관 실버독서동아리 모집,시니어
124,성동구, [독서의 달] 작가 초청 강연 '책처방사의 독서법',일반교양
125,성동구, [문화행사] 성수도서관 '영화로 보는 다문화' 다문화 아카데미(성인) 참여자 모집 ,일반교양
126,성동구, [길위의 인문학] 영화 속 메타버스와 우리 가족 [전화접수],가족/양육
127,성동구, [길위의 인문학] 문화심리학으로 본 메타버스와 세대 통합,일반교양
128,성동구, [길위의 인문학] 메타버스 비즈니스와 윤리적 공존,일반교양
129,성동구, [길위의 인문학] 메타버스가 가져올 가상경제와 새로운 미래,일반교양
130,성동구," [길위의 인문학] 메타버스 시대, 미래 인재에게 필요한 디지털 리터러시",기술교육
131,동대문구,손에 잡히는 경제인문학 여행,일반교양
132,동대문구,서양 고전문학이 주는 삶의 지혜,일반교양
133,동대문구,필사의 힘,일반교양
134,동대문구,디지털 세상과 소통하기,기술교육
135,영등포구,[비대면][작가와의만남#3] '페인트' 이희영 작가와의 만남,일반교양
136,영등포구,(비대면)대림도서관 독서동아리 책 읽는 청춘,취미
137,영등포구,[비대면][작가와의만남#3] '페인트' 이희영 작가와의 만남-네이버폼접수중,일반교양
138,영등포구,"[길 위의 인문학] 대림도서관 '플라스틱 마을, 녹색 처방전' 3차",일반교양
139,영등포구,[독서의 달] 대림도서관 여권스탬프북 신청,기타
140,영등포구,[독서의 달] (비대면)작가와의 만남#5 소복이_만화 그리는 법,일반교양
141,영등포구,[독서의 달] 작가와의 만남#4 안승준&홍나리_음악이 있는 그림책 이야기,일반교양
142,영등포구,"[독서의 달] 가죽 카드지갑 만들기_소중함, 오래오래 간직할 수 있도록",취미
143,영등포구,[독서의 달] 작가와의 만남#5 소복이_만화 그리는 법(비대면),일반교양
144,영등포구,[독서의 달] 작가와의 만남#4 안승준&홍나리_음악이 있는 그림책 이야기,일반교양
145,영등포구,"[생애주기] 내가 좋아하는 것들, 요가_작가와의 만남",취미
146,영등포구,"[생애주기] 내가 직접 해보는, 요가",취미
147,영등포구,[생애주기] 경제신문 읽는 법,일반교양
148,영등포구,[길 위의 인문학] '그건 쓰레기가 아니라고요' 홍수열 작가와의 만남,일반교양
149,영등포구,[작가와의만남#8] '독서모임 꾸리는 법' 원하나 작가와의 만남,일반교양
150,영등포구,[작가와의만남#10] 「긴긴밤」 루리 작가와의 만남(비대면-온라인강연),일반교양
151,영등포구,[작가와의만남#10] 「긴긴밤」 루리 작가와의 만남(대면-현장강연),일반교양
152,영등포구,"[생애주기] 내가 좋아하는 것들, 요가_작가와의 만남",취미
153,영등포구,[생애주기] 경제신문 읽는 법,일반교양
154,영등포구,[날짜변경][길 위의 인문학] '그건 쓰레기가 아니라고요' 홍수열 작가와의 만남,일반교양
155,영등포구,[비대면][작가와의만남#11] 「아동학대에 관한 뒤늦은 기록」 임지선 기자와의 만남(비대면-유튜브 라이브),취미
156,영등포구,[대면][작가와의만남#11] 「아동학대에 관한 뒤늦은 기록」 임지선 기자와의 만남(대면-현장강연),일반교양
157,영등포구,"[비대면][작가와의만남#12] 「할머니, 우리 할머니」 한성원 작가와의 만남(비대면-유튜브 라이브)",취미
158,영등포구,"[대면][작가와의만남#12] 「할머니, 우리 할머니」 한성원 작가와의 만남",일반교양
159,강서구,마을독서동아리 리더교육2: 활용편,취미
160,강서구,마을 독서동아리 리더교육1: 디딤돌편,취미
161,강서구,영화 읽는 두 가지 시선,일반교양
162,강서구,우리가 알아야할 전염병이야기,일반교양
163,강서구,"단편 소설, 기초부터",취미
164,강서구,이야기로 풀어낸 클래식,일반교양
165,양천구,소설과 함께 떠나는 역사 여행,일반교양
166,양천구,내일의 지구를 위한 건강한 여행법 '공정여행',일반교양
167,양천구,12월 가족과 함께하는 도서관 DAY,가족/양육
168,양천구,북스타트 부모교육 <색종이로 만나는 그림책 세상>,가족/양육
169,강남구,[정보매체교육] 슬기로운 미디어 생활,기술교육
170,강남구,[2021 공공도서관 장애인 독서문화프로그램 공모사업] 책을 통해 건강한 마음 갖기,일반교양
171,강남구,[길 위의 인문학 공모사업] 인문의 숲에서 코로나 블루를 치유하다,일반교양
172,강남구,[2021 작가의 서재 프로그램③] 김지민 작가와의 만남,일반교양
173,강남구,[강남구 월간인문학 9월] <90년생이 온다> 임홍택 작가 초청 북콘서트,일반교양
174,강남구,[기관 연계 프로그램] 세계인의 밥상,일반교양
175,강남구,[동아리] 2021 '엄마가 읽어주는 영어그림책' 동아리,취미
176,강남구,[동아리] 2021 책뜨개 공방,취미
177,강남구,[동아리] 2021 닛쇼랑 (일본어 원서 읽기 동아리),취미
178,강남구,[동아리] 2021년도 내 마음의 그림책,취미
179,강남구,[동아리] 2021년도 학이시습지,취미
180,강남구,[동아리] 2021 하브루타 독서 동아리,취미
181,강남구,[동아리] 2021 BTS 영어 원서 읽기 동아리,취미
182,강남구,[동아리] 2021년도 책둥지 (성인 독서동아리),취미
183,강남구,2021 9월 독서의 달 행사,기타
184,강남구,[논현도서관 한책 소그룹 독서토론] 2021 강남구 한책 - 함께 읽어요! (오전/오후),독서
185,강남구,[기관 연계 프로그램] 2021 영어스토리텔링 특강,언어교육
186,강남구,"[정보매체교육] 스마트폰활용교육 '스마트폰×유튜브, 나도 미디어스타'",취미
187,강남구,인문독서토론,일반교양
188,강남구,[도서관주간] 대치도서관 사서들이 함께쓴 도서관 별책부록 대담형 북토크,일반교양
189,강남구,성인 기초 중국어,언어교육
190,강남구,[다문화] 다문화 올림픽,기타
191,강남구,[다문화] 다문화 인문학,일반교양
192,강남구,[기관연계] 동아시아 인문학의 월경 (3월~5월),일반교양
193,강남구,[기관연계] 동아시아 인문학의 월경 (11월~2022.1월),일반교양
194,강남구,[도서관주간] 「문어 목욕탕」 「코끼리 미용실」 최민지 작가 저자특강,일반교양
195,강남구,"[5월 문화가있는날] 이상특강 : 이상의 「종생기」를 통해 본 사랑, 죽음, 예술",일반교양
196,강남구,[8월 문화가있는날특강] 감성으로 읽는 한국 근대 문학,일반교양
197,강남구,[독서의달] 서현 작가와의 만남 : 숨겨진 그림책 이야기,일반교양
198,강남구,[독서의달] 안도현 저자특강 - 백석을 만나는 시간,일반교양
199,강남구,[저자특강] 오늘의 나를 안아주세요 - 비폭력대화를 통해 자신을 돌보는 방법,일반교양
200,강남구,『대치동에 가면 니 새끼가 뭐라도 될줄 알았지』 저자 대담회,일반교양
201,강남구,[한책특강] 30일간의 간헐적 채식 특강,일반교양
202,강남구,"프로이트 특강-프로이트와 현대철학, 정신분석임상",일반교양
203,강남구,[예술독서동아리] 美親예술,취미
204,강남구,[역사독서동아리] 역사의 연구,취미
205,강남구,[과학독서동아리] 과학산책,취미
206,강남구,[철학독서동아리] 철학그림,취미
207,강남구,세계우수작가전작읽기,독서
208,강남구,"[길위의 인문학_심화과정] 철학, 예술로 삶을 물들이다 1차",일반교양
209,강남구,"[길위의 인문학_심화과정] 철학, 예술로 삶을 물들이다 2차",일반교양
210,강남구,"[길위의 인문학_심화과정] 철학, 예술로 삶을 물들이다 3차",일반교양
211,강남구,"[길위의 인문학_자유기획] 클래식, 삶을 위로하다 1차-오페라, 삶에 스며들다",일반교양
212,강남구,"[길위의 인문학_자유기획] 클래식, 삶을 위로하다 2차-클래식, 삶을 연주하다",일반교양
213,강남구,심리학 어디까지 알고 있니,일반교양
214,강남구,향기를 담는 시간 - 캔들 만들기 원데이 클래스,취미
215,강남구,"스타트, 비거니즘!",일반교양
216,강남구,세계 그림책 여행,일반교양
217,강남구,커피&홍차가 있는 오후 + 인문학 한 스푼,일반교양
218,강남구,[동아리] 추리고수,취미
219,강남구,[북큐레이션] 키워드로 보는 심리학 이야기,일반교양
220,강남구,[동아리] 낭독의 행복,취미
221,강남구,[동아리] 스페셜티 북클럽(상반기),취미
222,강남구,[동아리] 스페셜티 북클럽(하반기),취미
223,강남구,(심리학에 한걸음 다가가기) 영화로 보는 심리학,일반교양
224,강남구,김진명 작가와 함께하는 북 콘서트(강남구 월간 인문학 4월),일반교양
225,강남구,[문화가 있는 날] 일상을 단단하게 만드는 라이프 컬러링: 『나의 일주일과 대화합니다』 저자특강,취미
226,강남구,주식 왕초보를 위한 기초 특강,일반교양
227,강남구,[공모사업] [기관연계] 스트레스 안녕! 몸마음챙김 요가,취미
228,강남구,[공모사업][기관연계] 내 마음 속 행복 정원 2기,일반교양
229,강남구,올해의 한책 읽고 함께 이야기 나누어요! (성인),독서
230,강남구,[공모] 2021 지식정보취약계층 도서관 서비스 개선 사업 - 나의 식물친구,시니어
231,강남구,그림책 인형 공작소,기타
232,강남구,[한 도서관 한 책읽기] 일상생활과 여행에 적용하는 제로 웨이스트,일반교양
233,강남구,엄마와 함께하는 크리스마스 소품만들기,취미
234,강남구,2021 문화가있는날_2월,기타
235,강남구,2021 문화가있는날,기타
236,강남구,"컬러&뷰티, 인문학으로 나를 디자인하라",일반교양
237,강남구,2021 북스타트 부모교육,가족/양육
238,강남구,엄마랑 아이랑 크리스마스케이크(부쉬드노엘)만들기,취미
239,강남구,[온라인] 도형심리로 내 마음 찾기,일반교양
240,강남구,[온라인][2월문화가있는날] 소통을 위한 이미지 심리학 특강,일반교양
241,강남구,[5월문화가있는날][온라인] 즐거운도서관 작가초대석-조선화 작가와의 만남,일반교양
242,강남구,[8월문화가있는날][온라인] 즐거운도서관 작가초대석 - 손문숙 작가와의 만남,일반교양
243,강남구,[서울형 북스타트][온라인] 우리 아이를 키우는 그림책,가족/양육
244,강남구,[강남구 평생학습 특성화 프로그램] 나를 위한 책 읽기,일반교양
245,강남구,[재능기부] 자녀 독서지도 특강,가족/양육
246,강남구,내 아이를 위한 특별한 독서지도,가족/양육
247,강남구,[9월 독서의 달] 우성희 작가와의 만남,일반교양
248,강남구,2022년 경제전망과 재테크전략 포스터,일반교양
249,강남구,2021 데일리 필사클럽 시즌1 - 일상을 채우는 문장들,일반교양
250,강남구,[도서관에서 그림읽기] 유럽역사와 함께하는 프랑스 미술 Ⅲ,일반교양
251,강남구,2021 데일리 필사클럽 시즌2 - 일상을 채우는 문장들,일반교양
252,강남구,2021 정다운도서관 세계 책의 날&도서관 주간 기념 행사,커뮤니티
253,강남구,2021 데일리 필사클럽 시즌3 - 일상을 채우는 문장들,일반교양
254,강남구,[원화전시] 세계 책의 날&도서관 주간 기념 : '작가의 붓' 원화전시,일반교양
255,강남구,[미미위 마을학교] 도서관X마을 이음학교 1탄 : 예술과 마을,기타
256,강남구,[정다운도서관 x 대치평생학습관] 5월의 랜선 역사산책,일반교양
257,강남구,2021 데일리 필사클럽 시즌4 - 일상을 채우는 문장들,일반교양
258,강남구,[원화전시] 가정의 달 기념 : '동시집' 원화전시,일반교양
259,강남구,[2021 길위의 인문학] 지금 시작하는 미래 1탄 - 지구시계 23시 58분 20초,일반교양
260,강남구,[어르신대상 고전강독프로그램] 도덕경으로 마음 돌아보기,시니어
261,강남구,2021 데일리 필사클럽 시즌5 - 일상을 채우는 문장들,일반교양
262,강남구,"[2021 길위의 인문학] 지금 시작하는 미래 2탄 - 4차 산업혁명, 위기의 인류를 구원할 수 있을까?",일반교양
263,강남구,2021 데일리 필사클럽 시즌6 - 일상을 채우는 문장들,일반교양
264,강남구,"[원화전시] 오늘, 수고했어요 원화전시",일반교양
265,강남구,"[도서관에서 그림읽기] 피카소를 읽다 : 피카소 탄생 140주년 기념, 그를 회고하다",기타
266,강남구,[정다운도서관] ECO! 그려보니 환경 크로키!,기타
267,강남구,[온라인] 데일리 필사클럽 스페셜 시즌 - 일상을 채우는 에코챌린지,일반교양
268,강남구,[2021 길위의 인문학] 지금 시작하는 미래 3탄 - 문명대전환기를 임하는 우리의 자세,일반교양
269,강남구,[원화전시] 나의 드로잉 아이슬란드 원화전시,취미
270,강남구,2021 데일리 필사클럽 시즌7 - 일상을 채우는 문장들,일반교양
271,강남구,2021 데일리 필사클럽 시즌8 - 일상을 채우는 문장들,일반교양
272,강남구,[2021 강남구 한책읽기]- <무해한 하루를 시작하는 너에게> 신지혜 작가와의 만남,일반교양
273,강남구,[도서관에서 그림읽기] 유럽역사와 함께하는 프랑스 미술 IV,일반교양
274,강남구,2021 데일리 필사클럽 시즌8 - 일상을 채우는 문장들,일반교양
275,강남구,[북스타트][온라인] 그림책으로 키우는 우리 아이 감정코치,가족/양육
276,강남구,[온라인] 그림과 글이 만나는 예술에세이,기타
277,강남구,[새해설계 프로젝트 1탄] 30일 5분 달리기 : 김성우 작가와의 만남,일반교양
278,강남구,[새해설계 프로젝트 2탄] 꿈꾸는 엄마의 미라클 모닝 : 김연지 작가와의 만남,가족/양육
279,강남구,[새해설계 프로젝트 3탄] 기록의 쓸모 : 이승희 작가와의 만남,일반교양
280,강남구,[정다운도서관 x 청담평생학습관] 그림책 심리 치유 '나쁜 감정은 나쁘지 않다',일반교양
281,강남구,<일상찾기 프로젝트>,기타
282,강남구,"글쓰기, 욕망의 발현",일반교양
283,강남구,[강남구 월간인문학] 작가들의 쾌락책담 2 : 박완서 타계 10주년 기념 북토크,일반교양
284,강남구,도슨트와 함께 하는 온가족 집콕 미술관,가족/양육
285,강남구,윤소라 성우와 함께 하는 힐링 낭독,일반교양
286,강남구,책과 얽힘 : 과학책 읽는 방법,일반교양
287,강남구,영화로 만나는 부모교육,가족/양육
288,강남구,"죽음은 언제나, 어디에",일반교양
289,강남구,"좋아하는 일을 하고 있다면, 덕업일치",일반교양
290,강남구,[강남구 평생학습 특성화 프로그램] 독서융합 3D 메이커,취미
291,강남구,[강남구 평생학습 특성화 프로그램] 독서융합 VR 메이커,취미
292,강남구,[길 위의 인문학] SF가 묻고 과학이 답하다,일반교양
293,강남구,시네마 톡톡,일반교양
294,강남구,「나를 바꾸는 글쓰기 공작소」 이만교 작가와의 만남,일반교양
295,강남구,"열린도서관, 사회문화를 담다 : 열린사담 #1. 취향, 만들어진 끌림",일반교양
296,강남구,[2021 강남구 한책읽기] KBS 환경스페셜 <옷을 위한 지구는 없다> 김가람 PD와의 만남,일반교양
297,강남구,"열린도서관, 사회문화를 담다 : 열린사담 #3. 외모강박, 나를 기쁘게 하지 못하는 몸",일반교양
298,강남구,친절한 아트테크 클래스 <나는 미술관에서 투자를 배웠다>,취미
299,강남구,"열린도서관, 사회문화를 담다 : 열린사담 #2. 나이 듦, 유한성의 발견",일반교양
300,강남구,인사이트 모닝즈 : 새벽에 만나는 독서모임,독서
301,강남구,타고 드로잉,취미
302,강남구,오감만족 프로젝트 Sense Therapy : 식물들과의 가슴 따뜻한 반려이야기,취미
303,강남구,고정순 작가와 함께하는 그림책 북클럽,독서
304,강남구,오감만족 프로젝트 Sense Therapy : 홈 가드닝의 모든 것,취미
305,강남구,영화와 원작소설을 통해서 얻는 세계사의 교훈,일반교양
306,강남구,애니어그램을 활용한 그림책 금쪽 처방,기타
307,강남구,오감만족 프로젝트 Sense Therapy : 힐링 꽃차 Class,취미
308,강남구,"만화 사회학 #1차시 : 노동, 과연 개인의 문제인가?",일반교양
309,강남구,오늘은 보드게임,취미
310,강남구,오감만족 프로젝트 Sense Therapy : 보태니컬아트 원데이클래스,취미
311,강남구,<나도 멋진할머니 : 나답게 나이든다는 것> 1강 : 김원희 작가 북토크,일반교양
312,강남구,"만화 사회학 #2차시 : 여성, 그냥 <사람>에 대한 권리",일반교양
313,강남구,책 읽어드립니다 : 정명섭작가의 고전읽기 프로젝트,일반교양
314,강남구,<나도 멋진할머니 : 나답게 나이든다는 것> 2강 : 편성준 작가 북토크,일반교양
315,강남구,[영어독서프로그램] 리딩라이브러리 6기,언어교육
316,강남구,"만화 사회학 #3차시 : 환경, 작은 실천이 아름답다",일반교양
317,강남구,오늘은 보드게임,취미
318,강남구,<나도 멋진할머니 : 나답게 나이든다는 것> 3강 : 이현수 작가 북토크,일반교양
319,강남구,<나도 멋진할머니 : 나답게 나이든다는 것> 4강 : 김혼비 작가 북토크,일반교양
320,강남구,추석맞이 오늘은 보드게임!,취미
321,강남구,아트 살롱 #9월 : 윤지원 작가 <클래식으로 새롭게 보는 명화>,커뮤니티
322,강남구,"만화 사회학 #4차시 : 생명, 함께 살아갈 세상",일반교양
323,강남구,일상을 특별하게 나만의 소울푸드 & 드로잉,취미
324,강남구,아트 살롱 #10월 : 이석용 작가 <건축가가 들려주는 공간 이야기>,커뮤니티
325,강남구,오늘은 보드게임,취미
