Datetime,content,Like
2020-09-16 12:22:33+00:00,"@HannaRaptor 애네들이 민심에는 좃나 민감함
최근에 다문화 광고하나 어딘가? 하다가 전부다 올 스톱됨...
방송국 예능 프로그램에서 좃나 지랄하고
학교에서 아직도 다문화교육하나붕가 ? #다문화_짱개장난이여",1
2020-09-09 04:11:03+00:00,"[모닝 포스트] 선문대, 다문화 가정을 위한 진로·진학 온라인 프로그램 운영 https://t.co/KdsFd3cICd",1
2020-08-09 21:24:58+00:00,"광복절 미션 수행 우리 아빠는 슈퍼맨 2탄

김천시건강가정․다문화가족지원센터에서는 광복절을 맞이해 “우리 아빠는 슈퍼맨 2탄”으로 광복절 미션 수행 프로그램을 진행한다. 이번 프로그램은 아빠와 자녀가 함께 광복절 퀴즈 풀이, 태극 팔찌 및 태극기 색칠하기 활동 등을 통해 

김천 전동수기자 https://t.co/AwlBqvs9M8",1
2020-08-07 03:00:54+00:00,"""함께 꼬옥, 행복 쑤욱""
- 시 간 : 2020년 8월 18일(화) ~ 19일(수) 09:00 ~18:00
- 대 상 : 다문화가정 및 비다문화가정 아동12명(선착순 모집)
- 장 소 : 양산가정폭력상담소
- 비 용 : 무료
- 프로그램 : 놀이치료, 미술치료, 인지치료, 푸드치료 등
- 신청방법 : ☎055-366-6661 https://t.co/eBUTjScnmT",1
2020-08-05 00:52:33+00:00,다문화 고부열전만큼 보면서 짜증나고 혈압오르는 프로그램도 드문듯. 악마의 편집인지 부모세대든 자식세대든 한쪽이 저래야 방송이 굴러가야되는건지 모르겠는데 EBS틀어놓고 나오면 백퍼 채널 돌리게됨. 답답!!,7
2020-07-28 09:40:17+00:00,"@J_17_W 유학 중인 중국 애들 다 동원했었는데요. 뭐.

들리는 소문에는 다문화 가정 교육프로그램 등록한 사람들도 다 차 태워서 데려갔단 소리도 있었어요.",1
2020-07-23 21:01:13+00:00,"강북구, 다문화가족 대상 비대면 프로그램 진행

- 5월~6월 4회에 걸쳐 다문화가족 부모·자녀 관계향상 프로그램 비대면 진행 , 강북구는 강북구건강가정·다문화가족지원센터와 함께 지난 5월 11일부터 6월 14일까지 약 한달 간 다문화가족 부모와 자녀관계 향상을 위한 ‘다가감’ 프로그램

이채원기자 https://t.co/1AFcK0ZjhT",1
2020-07-23 01:30:14+00:00,"강북구, 다문화가족 대상 비대면 프로그램 진행 https://t.co/74lo9NcTWu",2
2020-07-12 22:59:36+00:00,"공동육아나눔터 영유아놀이프로그램 HOME 키즈까페 
   
김천시건강가정·다문화가족지원센터는 11일부터 4~7세 자녀를 양육하고 있는 가족을 대상으로 센터 대교육장에서 영유아놀이프로그램 ‘HOME 키즈까페’를 진행한다. ‘HOME 키즈까페’는 또래자녀를 양육하는 가족이 함께 참여함

김천 전동수기자 https://t.co/u1i7TYLGDs",1
2020-07-09 01:07:16+00:00,"대구시교육청, 「2020년 다문화학생 진로‧직업체험프로그램」 운영

다문화학생 40명이 참가하는 ‘2020년 다문화 학생 진로·직업 체험 프로그램’을 운영하고 있습니다.

블로그에서 자세히 알아볼까요?
▶https://t.co/Khw9FZK4Jx

#대구교육청 #다문화 #체험프로그램",1
2020-07-02 21:33:57+00:00,"강북구, 온라인 부부프로그램 ‘달고나 우리부부’ 진행

- 실시간 화상교육 프로그램 이용해 부부관계 탐구, 함께 요리하는 시간 가져 , 강북구가 강북구건강가정·다문화가족지원센터주관으로 온라인 부부프로그램 ‘달고나 우리부부’를 진행했다. 이번 사업은 서로 다름을 인정하고 서로  

이채원기자 https://t.co/RD7KJvoC5n",1
2020-06-29 23:50:22+00:00,"울산 강북 강남교육지원청이 초, 중학교 130곳(초등학교 106곳, 중학교 24곳)에 다문화학생 학력향상 프로그램 운영비를 지원한다고 29일 밝혔다.https://t.co/7nGbGA8MrN",1
2020-06-28 12:20:17+00:00,"다문화관련
시어머니,아버지랑 며느리나오는
프로그램보면 노인분들 땁땁하다..
꽉막힌분들..",1
2020-06-24 21:47:31+00:00,"김천시건강가정·다문화가족지원센터 다문화자녀 史교육 개강

김천시건강가정·다문화가족지원센터는 초등 3학년~6학년 다문화가족 자녀을 대상으로 공동육아나눔터에서 ‘다문화 史교육’프로그램을 개강했다. 다문화자녀 史교육은 한국역사에 어려움을 겪고 있는 다문화가족자녀들의 

김천 전동수기자 https://t.co/A9FXYPsi6y",1
2020-06-15 05:14:30+00:00,"(사)한국박물관협회는 2020년「청소년의 멘토 KB!」와 함께하는 박물관 노닐기 사업을 시행한다. 5월부터 12월까지 진행하며 초등학생부터 고등학생 단체(학교뿐 아니라, 장애인 및 다문화가정 등 소외계층이 포함된 사회복지기관 등의 단체 가능)에 프로그램 참가비, 교육자료 등을 지원하는 사업이다 https://t.co/wu5jizvhVH",1
2020-06-07 12:35:10+00:00,그뭐냐 한국에서 다문화 어쩌구 어서와 한국은 처음이지 어쩌구 등등의 외국인 출연시켜 국뽕채우는 프로그램들 개인적으로 너무 노골적이라서 극혐인 편인데 이게 사실상 그런 방향으로 가지 않을까 하는 생각이...어쩔 수 없이 들어버린다. 뭐 거기 응해주는 양덕이나 중화권덕후들이라고,1
2020-06-05 04:56:35+00:00,"[서대문구도시관리공단]
🔊'아버지 역할 역량강화 프로젝트' 프로그램 참가자 모집
✔️대상: 서대문구에 거주하거나 근무하는 아버지 중 자녀가 초등 1~4학년인 가정
✔️신청: 6. 5.(금) 12시부터 네이버 폼으로 선착순 신청
✔️문의: 서대문구 건강가정·다문화가족지원센터(322-7595) https://t.co/JJbITUjp9c",1
2020-06-02 07:48:21+00:00,"많이 참여해 주세요 ^^ #경기도, ‘2020년 다문화 독서문화 프로그램 지원’ 사업 모집 https://t.co/PT4uIhumN4",14
2020-05-21 21:31:10+00:00,"강북구, 부부의 날 맞아 ‘결혼검진 프로그램’ 진행

- 부부의 날 맞아 선착순 총 15쌍 대상으로 부부관계 상담 및 2회 피드백 제공 , 서울 강북구는 21일 부부의 날을 맞아 강북구건강가정·다문화가족지원센터 주관으로 선착순 총 15쌍의 부부를 대상으로 결혼검진 프로그램을 진행한다.

이채원기자 https://t.co/qeE969ctKP",1
2020-05-21 13:03:11+00:00,은평구 건강가정·다문화가족지원센터에서 1인가구 프로그램 뚝딱뚝딱 내집관리를 듣고있어요. 각 구 건강가정지원센터에서 1인가구 프로그램이 진행 중이니 확인해보세요. https://t.co/v1kod70saZ,14
2020-05-21 06:41:23+00:00,"[구립도서관] 다문화프로그램 수강생 모집!
다문화가족을 대상으로 ""함께해요 우리문화"" 수강생을 모집합니다! 자세한 내용은 첨부파일을 확인해주시고, 관심있는 분들의 많은 참여 바랍니다. 감사합니다. https://t.co/Jwcnx4nA9R",1
2020-05-12 21:37:56+00:00,"강북구건강가정·다문화가족지원센터, 가족사랑의 날 맞아 ‘슈가클레이 만들기’ 비대면 진행 

- 코로나19 확산으로 4월 가족사랑의 날 행사 ‘슈가클레이 만들기’ 각 가정에서 비대면 진행 , 강북구 건강가정·다문화가족지원센터가 ‘가족사랑의 날’ 4월 행사인 슈가클레이 만들기 프로그램

이채원기자 https://t.co/DRlMloEvZD",1
2020-05-10 20:36:17+00:00,"5월 어버이날 우리가족사랑원예 ‘사랑의 꽃바구니만들기’ 인기 듬뿍

김천시건강가정·다문화가족지원센터는 코로나19 생활방역 생활속 거리두기에 따른 맞벌이가정 일·가정양립지원사업 ‘우리가족 사랑원예’를 꽃바구니 만들기 프로그램을 진행하고 있다. 이번 프로그램은 코로나19

김천 전동수기자 https://t.co/k97Oe5LuLn",1
2020-04-21 23:40:25+00:00,"#새로운경기 #공정한세상 #경기도 #공정 #평화 #복지

경기도, 지역특성 고려한 교육 프로그램으로 ‘다문화 감수성’ 키운다 https://t.co/IsGMXBiIYO",1
2020-04-19 22:09:18+00:00,"김천시건강가정다문화가족지원센터, 법무부사회통합프로그램 온라인화상교육 개강
 
김천시건강가정·다문화가족지원센터는 코로나19 감염 위기상태가 지속됨에 따라 감염증 지역사회 전파차단을 위해 잠정 중단 중인 사회통합프로그램 집합교육을 전면 온라인 화상교육으로 대체 

김천 전동수기자 https://t.co/WC6mZ16dLQ",1
2020-04-08 02:18:27+00:00,"울산강북·강남교육지원청에서는 관내 초·중학교 다문화학생 650명(강북 350명, 강남 300명)을 대상으로 학력향상 1:1 맞춤학습 프로그램을 운영한다고 밝혔다.  
https://t.co/7nGbGzRbAf",1
2020-04-03 11:13:33+00:00,물마시러 나갔다가 엄마 ✌️다문화✌️고부열전보고 있어서 숨참고 방들어왔다... 저 프로그램 왜 아직도 해..?,3
2020-03-21 01:13:29+00:00,"@kbw2918 @ss672112 나라와 민족따위는 없어요  문제수이트
정권은 
김정숙도 프리메이슨 이고 문재인은
하수인 
제수이트 정책을 우리나라 차근차근
펼치고 있지요
퀘어축제
낙태법 
차별법
페미ㆍ메갈ㆍ동성애 
캠트레일
GMO 
주피터프로그램
다문화 인구유입
대부분에 모든정책이 카톨릭 제수이트
사상으로  인구감축",4
2020-02-19 12:50:51+00:00,"심상정 ""18세이하 다문화 아동은 25만5천명(2018년), 지원프로그램은 매우 부족한 상황"" ""정치권에서 다문화자녀 지원할 컨트롤타워 구축하겠다""

히잡여성·흑인남성 왜 국회에? 심상정 ""이주민 문제, 정의당이 다룰 것""  #정의당 #시민선거인단 #이주민 #총선공약 https://t.co/8F77566iZO",3
2020-02-07 05:42:02+00:00,"신종코로나바이러스 파주시 상황안내
&lt;2월 7일(금) 14시 기준&gt;

✅ 파주시 확진환자 발생 없음
✅ 자가격리자 13명, 능동감시자 13명

건강가정/다문화가족지원센터, 노인/장애인시설 2.15까지 휴관, 주민자치센터 프로그램도 1개월간 휴강

신종 코로나바이러스 예방위해 마스크착용, 손씻기 필수!! https://t.co/QoLQ13XoyN",2
2020-01-31 08:37:22+00:00,"남부3구의 구청장님들과 학생을 중심에 두고 서울학생동반성장통합지원방안을 발표하였습니다. 우리나라로 이주한 다문화 학생들의 적응력 강화를 포함한 상생의 교육환경조성과 문화.예술체험프로그램 확대, 성장지원돌봄.안전서비스를 확충하는 방안들을 담았습니다.
https://t.co/YNnCiyh6w8",16
2020-01-22 21:59:28+00:00,"김천시건강가정다문화가족지원센터, 법무부사회통합프로그램 운영기관 선정
 
김천시건강가정·다문화가족지원센터는 법무부 사회통합프로그램 운영기관에 선정되었다사회통합프로그램(KIIP, Korea Immigration &amp;Integration Program)은 이민자가 한국 사회 구성원으로서 살아가는 

김천 전동수기자 https://t.co/U6YrGiHIJO",1
2020-01-21 05:44:28+00:00,"2018년 기준 결혼이민자 상위 6개국은 모두 아시아인데...
TV 예능프로그램 속 다문화 가정, 현실 반영 얼마나? https://t.co/pPf5E7UWeb",1
2020-01-08 21:36:06+00:00,"동대문구 다문화 가족 소통 공간 다가온 개소
- 동대문구 다사랑행복센터에서 결혼이주여성 자조모임, 교육‧문화프로그램, 자녀돌봄공간 운영

동대문구가 다사랑행복센터 6층에 다문화가족과 지역사회가 교류‧소통할 수 있는 공간으로 ‘다가온(ON)’을 

이영구기자 https://t.co/Wx5epnH5pJ",2
2020-01-07 00:54:41+00:00,"청.다.말. &lt;청소년, 다문화에 말을 걸다!&gt;. 청소년들과 자원봉사자들이 방글라데시에 가 현지 학생들과 함께 어울리며 다양한 봉사와 교류하는 프로그램 발대식에 참석했습니다.

우리 역시 다문화 일원입니다. 열흘간의 일정, 우리 청소년들이 많이 배우는 시간이 되길 바랍니다. 청.다.말. 홧팅! https://t.co/7v4Wz1JqFH",1
2020-01-03 07:32:10+00:00,"도서관으로 떠나는 다문화 여행 ✈️~
이런 기회 흔치않다구!? 👲👳‍♀️🧕

▶️ 자세히 보기 : https://t.co/d8K6qNdWek

#원주 #원주시 #원주문화 #다문화 #일일 #체험 #경험 #프로그램 #세계여행 #도서관 #원주시립중앙도서관 #다문화자료실 #원어민 #언어 #전통놀이 #전통의상 https://t.co/PSTRzPzVti",2
