Datetime,content,Like
2022-08-19 07:51:27+00:00,"🎈여성가족부X최희숙 선생님 EVENT 

여성가족부와 다문화 한국어 강사 최희숙 선생님이 함께하는 ‘문화를 나누는 교실’ 연재 기념 댓글 이벤트가 열렸습니다

🎊 지금 바로 이벤트에 참여해 보세요!

📖이벤트 바로가기
👉https://t.co/7f2sj6cc4w

*자세한 이벤트 정보는 여성가족부 블로그에서 확인 https://t.co/Mt1rzM1rUo",3
2022-08-19 07:12:14+00:00,Integrated transfer discount system in the metropolitan area. Let's look into it out together if you take public transportation! https://t.co/g1n3PI32Lx,2
2022-08-19 07:04:50+00:00,Healthy exercise in the hot summer https://t.co/7GRMTFMKj1,2
2022-08-19 05:49:46+00:00,The meaning of National Liberation Day and how to raise the Korean flag https://t.co/Df4IxipWlR,1
2022-08-19 05:38:36+00:00,대중교통 이용시 같이 알아봐요! 수도권 통합환승할인제도 https://t.co/VPxYgCQ05s,1
2022-08-19 05:05:03+00:00,"[인터뷰] 황은화 안산시의원, ""소통과 화합으로   시민과 함께하는 열린의정"" https://t.co/RYSIjfBXFu",1
2022-08-19 04:49:12+00:00,"수원시다문화가족지원센터, 베트남 학습 멘토링 프로그램 베트남 요리 경연대회 및 문화체험 행사 성료 https://t.co/7M270pbRwX",1
2022-08-19 04:39:52+00:00,가평군 건강가정·다문화가족지원센터  ≪2022년 다문화가족 정착지원패키지 수료식≫ https://t.co/VF0AfZekYF,1
2022-08-19 04:09:17+00:00,화성시가족센터 통합사례관리팀을 소개합니다! https://t.co/jZGceWdNgi,1
2022-08-19 02:29:21+00:00,"우리 동네에 갑자기 외국인 노동자들이 이주해와서 좋은 점: 새로 생긴 베트남 음식점은 어딜 들어가도 맛있음 

viva 다문화",6
2022-08-18 23:20:25+00:00,"결혼이주여성들, '나'로서 말하고, 주장하고, 화내기로 결심하다 https://t.co/YPXjyaAp7G ㅡ 국가가 운영하는 다문화가족센터는 이주여성의 이혼을 도와주지 않는다고 함…ㅋ..ㅋㅋ",6
2022-08-18 15:30:48+00:00,다문화섬 인종의 용광로....우리섬....그리고 냅다 또 다른 집에 올리버라는 얘가 온다길래 봤는데 아니 머선.. 털이 부숭한 쾌남아재가⁉️저기 죄송한데 저희 섬은 레이저제모 안하시면 못들어오시거든요⁉️⁉️⁉️ 개킹받음.... https://t.co/ZA7qYwST4L,2
2022-08-18 14:14:30+00:00,"""다문화가족협의회 회장에게 임원을 하고 싶다고 했더니 그분이 ‘여자는 안 된다’고 했다. 남자만 의견을 내고 결정할 권한이 있다면 다문화가족협의회가 아니라 ‘다문화남편협의회’ 아닌가. 

직접 우리 목소리를 내야겠다고 생각해 결혼이주여성협의회를 꾸리게 됐다.""
https://t.co/40Ji8Jzg6I",90
2022-08-18 13:24:49+00:00,"안산다문화거리는 머리라도 떡바로 들고다니지
여기 다 왜 삐딱하게다니는데 
아저씨들은 왜 널부러져인는데....",1
2022-08-18 11:59:13+00:00,다문화 다양성에 좋다고 해도 되는거임...? 좋고나쁘고가 아니라 그냥 다양성은 다양성인거고.... 으니걍 뻘짓한 백인남자+1인디,4
2022-08-18 08:02:41+00:00,일단 스스로 한국인이라 생각한다면 외모를 바꾸지말고 한국어를 배우고 한국 역사를 배우고 시작해야하지 않겠냐…;;;; 그리고 한국 시민권 따면 한국인인데 뭔 외모를 바꿔 한국에서 태어난 다문화 아이들은 한국인이 아니냐고 ㅋㅋㅋㅋ 거기서부터 이미 사상이 글러먹은듯,1
2022-08-18 07:52:49+00:00,"인구주택총조사 수준의 상세한 조사네. 고양시의 중요한 데이터가 되겠다.
아동가구가 15%로 예상보다는 다소 적었음. 장노인가구 13.9% 장애가구 3.9% 다문화가구 0.1% 맞벌이 가구 38.3% https://t.co/GWzYGrUPrs",1
2022-08-18 07:15:27+00:00,"어린 손녀의 친구를 수년간 강제추행하고 성폭행하려고 한 60대 남성 A씨. A씨는 피해 아동이 다문화 가정의 자녀이자 양육권자의 부재로 생활 환경이 취약하다는 점을 악용했다. 용돈과 간식을 주면서 환심을 산 뒤 이와 같은 범행을 저지른 것.
https://t.co/OhhTiAlF5t",12
2022-08-18 05:29:23+00:00,"""(가정폭력이 일어나면 가해자와 피해자를 분리해야 하는데) 그런데 다문화가족지원센터는 이주여성을 배우자랑 같이 있도록 했다. (중략) 현장에 가보니 형사들이 남편 말만 듣고 있었다.""

그럴 것 같았다만 ..... 진짜 참담하다 https://t.co/5o1ETQFRpk",10
2022-08-18 05:19:47+00:00,"모어로 삼는 집단이 그럭저럭 있음. 다문화야 말할 것도 없고...

아, 근데 로판은 수도 바깥의 지방의 일반인이랑 대화를 나눌 일이 없겠군.",2
2022-08-18 01:54:18+00:00,"""다문화가족협의회 회장에게 임원을 하고 싶다고 했더니 그분이 ‘여자는 안 된다’고 했다. 남자만 의견을 내고 결정할 권한이 있다면 다문화가족협의회가 아니라 ‘다문화남편협의회’ 아닌가. 

직접 우리 목소리를 내야겠다고 생각해 결혼이주여성협의회를 꾸리게 됐다.""
https://t.co/lpHAzEWigq",752
2022-08-17 16:14:53+00:00,"섹시다이너마이트 그잡채세요

181102 CHERRY BOMB - NCT127 JOHNNY focus fancam 쟈니 직캠 @ 용산 다문화가정돕기 스포츠월드... https://t.co/vIRKKbxKJQ - @YouTube",2
2022-08-17 11:43:34+00:00,"한국어를 배우지 않기를 바라고, 모르길 바란다. 라는 말을 덧붙였다. 그 동료는 '언니 경제 교육이 왜 필요해요? "" 물어서 대부분의 다문화 이민자들은 한국의 금융 체계라던가 통장, 신용카드 등 도움이 많이 필요하다, 라는 말을 덧붙였음.",1
2022-08-17 00:19:14+00:00,친구들 연극 보러 왔는데 한국 전래동화 공연을 다문화 배우들이 함ㅋㅋㅋㅋㅋㅋ 졸귀,5
2022-08-16 13:02:29+00:00,"신디의 집안 환경은 기존과 동일. 하지만 아직 신분제와 귀족제가 남아있는 장르 특성상, 해당 루트의 신디는 자신의 집안 환경(중산+다문화)에 만족하지 못하고 적극적으로 사회 교류를 펼쳐 상류층으로 진입하고자 함.",10
2022-08-16 12:24:22+00:00,"안산시, 외국인노동자 귀국 지원 프로그램 운영 https://t.co/NYcEGFSKED",1
2022-08-16 07:40:55+00:00,"의정부시 가족센터, 1인 가구 지원사업 ‘여름아! 수박을 부탁해’ https://t.co/JVO5kDibul",1
2022-08-16 07:14:15+00:00,"서울시 북촌문화센터, 초가을 문학과 함께하는 북촌문화요일 열어 https://t.co/wbz9tg6GV1",1
2022-08-16 03:14:08+00:00,외국에 외국인으로 살면서 'expat'으로서의 정체성 잡고 사는 사람들이 은은히 뿜는 그 특권의식이 있음. 로컬들과 삶을 1도 섞지 않고 '나는 다문화^^' 컨텍스트에서 산다고 믿는 부류. 요즘엔 전통적 의미의 기업 파견주재원 보다는 걍 지 의지로 간거여도 소득이 높으면 익스펫이라고 하지ㅋ,3
2022-08-16 02:01:34+00:00,@treti333 @koreaTIOT 노무현이 외국인과 피를 섟는것도 다문화다 라고 주접떨때 가능성이...,2
2022-08-16 01:01:20+00:00,"우리오늘시간표
개학식 학폭예방교육
성교육 다문화이해교육
다 비디오임; 샘도엊ㅅ러;;
오늘하루꽁으로먹음",6
2022-08-15 23:06:49+00:00,"만두 봇의 맛있는 만두 정보43 :: 안산 다문화거리 사마리칸트
https://t.co/cqUMKoAGI0",3
2022-08-15 22:42:18+00:00,[오늘의 날씨] 남하하는 정체전선에 남부지방 중심으로 비 소식 https://t.co/uChZKxrqod,1
2022-08-15 14:20:48+00:00,@02_1210_486 죄송합니다ㅠㅠ 사실 저의 어머니가 일본인입니다. 저는 다문화가정입니다.,1
2022-08-15 13:27:53+00:00,한국문화 가르치려고 가격 적당한 다문화 교육 전용 테크노 찾고 있었는데 죄다 비싸서 고민고민하다 태국&amp;한국 교육 가능한 리퍼 테크노를 운좋게 중고로 구해서 델고온게 ㄹㅕㅅr였을듯,3
2022-08-15 12:10:10+00:00,"6) 다문화에 대한 각자의 정치적 입장이 어떻든, 장기적인 관점에서 한국의 다문화 사회 진입은 필연에 가깝다. 현재 한국의 저출산 현상은 그저 경제 지원을 많이 한다고 단번에 해결될 정도로 단순한 문제가 아니라고 생각한다.",1
2022-08-15 10:10:11+00:00,"현행 이민 정책부터가 극소수의 '최고급' 인력만 선별해서 받는 가운데 대다수의 이민자들은 저임금 노동력으로 착취한 다음 쓰고 버릴 코 푼 휴지 취급인데, 갑자기 기적적으로 이민국가로의 전격적 방향전환이 이루어 지더라도  동화를 목표로 하지 않는 진정한 '다문화'를 받아들일 준비가 될까?",3
2022-08-15 08:51:21+00:00,@ihateyousobad_ 현지 느낌(타협x) 식사 드실 수 있으면 다문화푸드랜드도 좋고요,1
2022-08-15 08:26:27+00:00,"어떤 이는 우리가 처음 버스에 오르며 이름표를 나눠받을 때, 나를 슥 보더니 작게 “불쌍해.” 이렇게 말하는 것이었다. 아니, ‘다문화가정 청소년’을 대상으로 하는 프로그램이 있다 하여 신청한 것일 뿐인데, 왜 불쌍하단 소리를 들어야 하지? 정말 불쾌한 경험이었다. https://t.co/9HR5EZNlAf https://t.co/nIZ9a3pk1Y",21
2022-08-15 05:18:58+00:00,"코리아 온스테이지 2022.8.15 포레스텔라와 아름드리. 힐더월드 
다문화 어린이아름드리 코러스 채널에서 올려주셨다!!!넘넘 감사드립니다💕💕💕https://t.co/7lymN0fzQb - @YouTube",40
2022-08-15 04:15:44+00:00,"다만 다문화가정 친구가 있었으면 했음
나처럼 가족이 멀리 떨어져 살고 부모 중 한 명이 고향을 그리워하는 걸 지켜보는 기분을 공감해줄 수 있는 사람이 단 한 명이라도 있었으면 좋겠다고 생각했음... ㅋㅋ",1
2022-08-15 03:40:19+00:00,환경은 섞이지만 인종은 안 섞여서.. 백인 다문화라 난 인종차별 안 하고 사회도 인종차별을 안 한다는 기묘한 환상들을 가지고 있음 https://t.co/pCkZdpdqp3,41
2022-08-15 03:24:32+00:00,"""국제결혼광고나 &lt;다문화 고부열전&gt; 따위의 예능 프로그램으로는 당신에 관한 진실이 결코 드러나지 않는다. 당신이 누구인지, 이주여성이라는 정체성이 진정으로 어떤 모습인지 배운 건 한 권의 책을 통해서다. 책의 제목은 다음과 같다. &lt;어딘가에는 싸우는 이주여성이 있다&gt;.""",44
2022-08-14 21:00:01+00:00,한국은 미국 같은 다인종 다문화가 아닌 아직까지도 거의 단일민족이다시피한 나라인지라 상대적으로 인종문제 문화갈등 같은걸 잘 모르는거 같음. 외국 관련에 관심두고 하지 않는 이상은. 그래도 차별 이슈 되는거는 어느정도 숙지하고 고쳐가는게 어떨까 싶음.,7
2022-08-14 19:26:12+00:00,"질문 답변할 때 너무 길어질거 같아서 여기다 적어보자면

대기를 꽉 채우는 많은 양의 네온 사인, 높고 수많은 마천루, 범죄율이 높으며 상층부와 하층부가 극명하게 갈리는 세계, 과학기술의 발달로 신체개조 및 신체를 기계로 대체하는 것이 일상인 사람들,어느 문화 상관없이 다문화가 뒤섞인 도시",1
2022-08-14 17:23:19+00:00,"청년 마음 바우처 끝나면
다시 다문화가족상담 연락하거나
돈 들여서라도 친구가 이야기한 상담센터에서 상담 받아야겠다.",1
2022-08-14 15:15:04+00:00,악몽중에 최고는 다문화 악몽😍 https://t.co/3XHiHRPxMq,3
2022-08-14 08:24:28+00:00,"진짜 유럽와서 개부러웠던게 얘네는 환경이 섞이기 너무 좋은거임 국경 넘는것도 자유롭지 언어 기본 3~4개국 섞여있지 주변에 다문화가정, 혼혈은 말이 무색할 정도로 많지 어릴때부터 다른언어 배우기도 쉽고.. 어케보면 환경이 다양성을 추구하도록 설계되어 있는거임",871
2022-08-14 05:52:58+00:00,@gyuriVenus 수원역 다문화음식랜드(?) 요!,2
2022-08-14 01:53:35+00:00,"한국에서 ‘다문화가정’이란 용어는 다양한 문화와 다양한 국적을 가진 사람들이 가정을 이룬 사례들을 칭하는 게 아니라, 특정한 경우에 한정해서 이야기되기 때문에 그만큼 선입견도 많다. 
[이주 배경 청년의 목소리] 엄마의 출신 국가가 다르다는 이유만으로? (이연) https://t.co/oIET9qheQi https://t.co/fMN4lYUzVO",31
2022-08-13 11:03:20+00:00,아무튼 한국은 이제 다문화 국가가 확실하니까 각 지자체는 통번역 예산을 대국적으로 편성하십시오,6
2022-08-13 09:02:14+00:00,원더월?유노?….엄..(퍼킹)뽕짝..그러니까..그게 k-pop의 일종..유노?..잖아?..퍼킹 그러니까.. 문화..그뭐지…퍼킹!..그래! 다문화..그런거지 퍼킹.. 난 쓋 교회 안가 퍼킹.. https://t.co/gh4Sb5erbN,1
2022-08-13 03:07:30+00:00,"우리 나라 ""다문화거리""는 그냥 ""중국""임.",1
2022-08-13 02:06:10+00:00,"딤양군가족센터, 다문화가족 자녀성장지원 프로그램 ‘풍성’ https://t.co/nakv67WqiC 

#담양군가족센터, #다문화가족 #자녀성장지원 #프로그램 ‘ #풍성’",1
2022-08-13 01:46:42+00:00,"""뭐.. 아빠가 부귀영화 다 버리고 여기 온거니깐.. 집에서 백수짓하면서 스마트폰 보면서 우마뾰이 우마뾰이 하는거 나쁘게 보지마렴. 그게 너 살리자고 온건데 너한테 경멸받으면 되겠니...""

""어..엄마...""

""아, 그리고 그러니 다문화 가정 맞으니깐 전형잘 잡으렴.""",2
2022-08-12 17:07:25+00:00,저번에 엄마한테 일본가정식 먹었다고 자랑했는데 나보고 왜 그런걸 사먹냐고 일본인이냐고 하시길래 뭔가 억울해서 마라탕만 먹는 동생은 중국인이야? 라고 하니깐 아빠가 옆에서 조용히 다문화가정이네 ••• 라고 하심,10
2022-08-12 12:31:56+00:00,"후회? 는 하지만 어쩔 수 없음 
컴퓨터 좋아하는 다문화학생들… 
나 포함 국적 불문 그런 느낌이었음",1
2022-08-12 12:16:33+00:00,@bandesi_ 아아 제가 그 부분은 잘 모르는 분야내요.... 근데 비슷한 부류의 (장학재단에서 주관하는) 다문화멘토링이라던가 그런 건 따지고 보면 가능하디 않을까요?나눔지기도 그렇고....,1
2022-08-12 11:36:14+00:00,"일본음식을 먹으면서
인도영화를 보는 한국인

나 오늘 완전 다문화 flex~ https://t.co/sECon0Fpof",32
2022-08-12 10:19:18+00:00,듀얼랭귀지 한국어로 가르치는데 한국에 다문화 자녀를 위한 표준한국어 등의 자료가 있어 찾아보니 이게 딱이다. 한국 초등학교 1학년은 이미 너무 어려워 ㅠㅠ,3
2022-08-12 08:30:35+00:00,"우리 안산 다문화거리의 임페리아 푸드가 제공하는 '진짜 러시아 식당'의 나라로 떠나볼까요?

는 사람들이 안산 안산하지만, 그쪽 구소련권 사람들 거주지는 훨씬 깊숙히 뗏골마을까지 들어가야하고 식당들은 퍼져있는 형태로, 거기보다 인천 연수구 함박마을쪽 상권이 활발합니다.
#샤슬릭_요리 https://t.co/yuOler1MDQ https://t.co/CG77k7pxXh",11
2022-08-12 07:56:49+00:00,"대구시교육청, 전국 최초!3년 연속 교육분야 정부혁신 우수 정책 사례 선정
-「소통·연계 ‘다(多)-잇다’ 서비스 기반 다문화학생 등 종합지원 체계」-

블로그에서 자세히 알아볼까요?

👉https://t.co/LGDTQ59qac

#대구광역시교육청 #대구시교육청 #대구교육청 #전국  #최초 #3년 #연속",1
2022-08-12 07:17:48+00:00,"궁금한 게 있는데요! 다문화 예산중에 강사비 40만원 정도 있고 간식비가 있고 어쩌구.. 여튼 그렇게 나뉘어서 100만원 정도의 작은 예산이 있어요.

그런데 제가 다문화 담당인데, 혹시 강사 고용 안 하고 제 맘대로 다문화 관련 이벤트 (퀴즈라던가..) 열어서 아이들 전체한테 간식 주는 식으로",2
2022-08-12 05:40:46+00:00,"수원의 자랑 다문화푸드랜드
여행을 못가서 슬프신가요? 아쉬운대로 수원이라도 가보세요",5
2022-08-12 04:37:34+00:00,"안산다문화거리 왔고
눈깔고 다닌다",2
2022-08-12 03:32:20+00:00,"인권 운동이 어느 한 계층에서 시작되었다가 퍼져나가는 것도 어찌보면 이러한 연결선상-
영국에서 노동자 운동에 동참한 성소수자들과, 페미니즘 연구와 함께 가부장제도 및 다문화주의에 대한 연구가 같이 진행되었던 것도 https://t.co/9fm7oNjLjh",1
2022-08-12 01:22:41+00:00,"안산시, 제13회‘안산시 다문화시민대상’후보자 공개모집 https://t.co/9C1EbeR1oD",1
2022-08-12 00:56:42+00:00,"레전드 말실수함 내친구 다문화가정인데
친구:16일에 미국감
나: 오 좋겠네
친구:할아버지 장례식가는데
나:아 미..미안",9
2022-08-12 00:25:26+00:00,"바닷속 그리기 (꽃게, 조개, 미역, 용용 죽겠지) https://t.co/fmID510Kuh - @YouTube 

https://t.co/7HM4lEfslN

홍보대사로 있는 아시안허브 엄마나라 동화책 사이트 입니다. 다문화가정을 위해 일하는 아시안허브 출판사 에서 하는 프로젝트입니다. 많은 관심 부탁드려요 ^^",1
2022-08-11 13:36:27+00:00,서로 동일한 방식으로 관계를 공유하고 존중하지 않는다면 다문화주의는 단지 상호 무지와 증오를 법으로 간신히 틀어막는 형태로 변할 뿐이다.,2
2022-08-11 12:52:45+00:00,나도 다문화가정 친구 많앗으면 좋겠다...,1
2022-08-11 12:35:22+00:00,"꼬마 레이한테 외국인 부모가 있다는 건
""그, 그럼 좀 안돼?!""라고 하며 낑낑댈 일인데

세라한텐 아주 자연스러운 본인 핏줄의 일이죠

이 만화에서 다문화가정출신이
레이만 있는 건 아닌데
레이만 유난이라면. https://t.co/Yi9J0QcPMl",45
2022-08-11 12:28:30+00:00,@Nyongo__ 잼민 시절에 배운 노래인데 제목이 기억 안 나고 첫소절만 기억남 초2 때 가을? 시간에 다문화 수업 한답시고 배운 건데 ㅋㅋ,2
2022-08-11 11:25:47+00:00,ㅋㅋ내일 다문화푸드랜드 갈거임ㅋㅋ,2
2022-08-11 10:58:23+00:00,@nownet1117 옛날에 다문화 졸라 찬성하던 사람들 대부분이 집주인  이었던 기억이....ㅋ,1
2022-08-11 10:46:51+00:00,"“폭우 피해 반지하 다문화학생 도와달라”…교장 호소에 십시일반
출처 : 조선일보 | 네이버 https://t.co/OrxmYqEhuD",6
2022-08-11 09:27:45+00:00,"나는 성평등한 다문화 사회의 이야기를 쓰는 걸 좋아하는데, 처음에는 현실의 문제가 해결되어서 보다 이상에 가까운 사회를 구상하는 작업으로 시작했지만 갈수록 사회학적 사고실험이 되어간다…",1
2022-08-11 07:38:17+00:00,"https://t.co/Gh6rNGNw5K 롯데건설, 다문화 아동에 걸음 캠페인 모금액 '1000만원' 전달",1
2022-08-11 06:15:12+00:00,"더구나 유럽의 다문화는 끔찍한 결과를 초래했다. 

유럽에서 누구도 다문화가 사회를 관용적으로 변화시키고, 산업을 발전시켰으며, 숙련도 있고 교육받은 노동 인구의 유입으로 새로운 신규주택 수요를 창출했다고는 말하지 못한다. 

한국의 경우에 숙련도 있는 해외인구의 유입은 더 어렵다.",4
2022-08-11 06:08:36+00:00,"이런 새로운 인구 유입을 위해서, 저출산을 막는다, 이민청을 설립해 다문화를 촉진한다고 하지만, 그런 인구의 유입도 부가가치를 생산할 수 있는 산업의 발전과 지속적인 공급망 확대가 뒷받침이 되어야 가능하지, 단순히 저임금 노동력 유입으로 인구의 이동이나 지가의 보전이 가능하진 않다.",2
2022-08-11 05:22:23+00:00,"여성엔 화풀이, 다문화엔 욕설...
혐오는 전염력 강한 바이러스와 같다. 마음속에 잠복해 있다가 경제 위기나 전염병 유행, 사회 불만 등과 맞물려 불안감이 커지면 밖으로 터져 나온다. 원망할 대상을 찾아야 하기 때문이다. 혐오 감정은 그렇게 모욕, 명예훼손, 폭행, 협박 등의 범죄로 이어진다. https://t.co/EoUFmdRk9R",10
2022-08-11 05:09:29+00:00,"대교, KT와 함께 다문화가정 자녀 우리말 향상 교육 사업 추진

https://t.co/JcfQse7BN2",1
2022-08-11 02:09:07+00:00,@icariaa @astra_on_t 저도 읽고 있는데 다문화 시대에 꼭 읽어볼만한 책이라고 느꼈어요. 인간관계 등 소소한 주제부터 소련 해체 후 러시아에서 벌어진 정치 사회 경제적 변화 등 무게있는 내용에 이르기까지 술술 읽히게 잘 쓰셨는데 재미도 있고 느끼고 배우는 것도 많았어요. 강추입니다!!,1
2022-08-11 00:04:29+00:00,・・・(^_^;)다문화 어린이중에 일본인 부모의 어린이 참가자 우무가 궁금하네.... https://t.co/OVFgXot136,1
2022-08-10 23:07:15+00:00,"영림中 교장 ""폭우 피해 반지하 다문화 학생에 1만원씩만 도와달라"" 호소

폭우 피해 입은 학생 집에 직접 찾아가본 박래광 교장 선생님은 페이스북에 직접 글을 올렸습니다.
https://t.co/0bdwVRT75f",3
2022-08-10 13:55:23+00:00,"[단독] 여성엔 화풀이, 다문화엔 욕설… 공포·편견에 쫓겨 신고도 못한다 [정중하고 세련된 혐오사회] https://t.co/dVoPUR16ud",2
2022-08-10 09:31:59+00:00,간만에 도서관 갔더니 다문화 코너가 생겨서 일본 동화책 읽고 왔는데 티라노가...티라노가 돌에 깔려 죽었어...8ㅅ8,1
