Datetime,content,Like
2022-07-23 01:52:39+00:00,"하동 옥종농협, 결혼이민여성 직업교육–바리스타과정 수료식 가져~
옥종농협, 농협중앙회 협력사업으로 올해 처음 실시..12명의 교육생 모두 자격증 취득

https://t.co/KKWSce2mXa 

#하동 #옥종농협 #결혼이민여성직업교육 #바리스타과정 #농협중앙회협력사업 #정명화조합장 #진주인터넷뉴스 #다문화 https://t.co/umtNk8Tmtk",1
2022-07-22 08:50:22+00:00,"서울시-KCP한국생산성본부, 방학 맞아 다문화가족 청소년 진로교육 https://t.co/kyU3l4WZDE",2
2022-07-21 23:48:07+00:00,"서울시－KCP한국생산성본부, 방학 맞아 다문화가족 청소년 진로교육 https://t.co/3tW4jE8C44",1
2022-07-21 05:15:01+00:00,"@StillwithEupho0 @BTS_twt 맞죠. 다행.
저도 최근 몇년은 느낀적 별로 없는듯요. 
일단 다문화다인종지역에 다문화교육도 주기적으로 받공. 방탄 때문인듯도 하공.
맞죠. 울 전세대가 더 고생많았고, 울 다음 세대는 더 나아질듯. 
첫 동양 여성 대통을 위하여~ 💜",2
2022-07-15 01:06:03+00:00,"경산시, 2022 다문화가족 찾아가는 순회교육 진행 https://t.co/zG1ZUTnek7",1
2022-07-15 00:48:51+00:00,"군포시, 다문화가정을 대상으로 도로명주소 교육 실시 https://t.co/Edvo9tY057",1
2022-07-11 01:56:39+00:00,"강병환. (2022). 다문화교육을 통한 대만인 정체성 구축 : 족군 관계를 중심으로. 중국지식네트워크, 19(19), 165-220.

KCI 원문 공개됨. 

본성인, 원주민은 기본이고 객가인이나 신주민 관련 이야기들도 다양하게 다뤄진다. 정리된 도표가 많아 유용함. 

https://t.co/NpMIsszKlZ",6
2022-07-07 13:06:31+00:00,아아아아아아 뭔 소린데~~~~~~~~!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!11 니네 지금 다문화 예산은 제대로 넣었냐?????????/ 성인지 교육 예산 안전 예산 제대로 넣었냐?????????/ 크아아아악 너네 뭔 소린데~~~~~~~~ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ https://t.co/etulNtQZ8Q,3
2022-07-03 06:34:41+00:00,"다문화 학생 증가는 진작에 예견된 현상이지만 이들이 처한 교육환경은 상대적으로 열악한 편이다. 여성가족부의 2015년 다문화가족실태조사 보고서를 보면 다문화 가족 자녀의 상급학교 진학률은 초등학교 97.6%. 중학교 93.5%, 고등학교 89.9%, 고등교육기관 53.3% 등이다.",1
2022-06-30 14:48:49+00:00,"교육과 방통대 졸업 논문으로 다문화 교육에 대해서 썼고, 다문화 가정에 대한 봉사를 했었는데. 다문화 가정에 대한 경제 교육....아이들에게 경제 교육을. 다문화 가정의 어머니들에게도 경제 교육을. 음...",1
2022-06-30 08:40:12+00:00,"RT ""한국에 익숙한 '한국인 남편'이 한국어 지도 등 자녀 양육에 도움을 준다면 교육의 어려움이 다소 줄어들 수 있을 것처럼 보입니다. 하지만 이마저 쉽지 않습니다. 다문화가족 자녀와 한국인 아버지 간 대화 자체가 적기 때문입니다."" 이 사태의 원흉이 아버지구만 무슨 자연재해처럼 기사를 썼어",130
2022-06-28 09:40:59+00:00,"거절에도 좋은 거절과 나쁜 거절이 있다.. 프로그램 때문에 다문화가정 센터들에 연락 돌려서 감염병 예방교육 제안하는데 한 곳은 ""우리 얘들은 이미 다 걸리고 나았다""는 어처구니 없는 이유를 댔고, 다른 곳은 ""검토해볼테니 메일로 관련 자료를 보내달라""고 했다. 당연히 기분이...",1
2022-06-28 04:57:17+00:00,"@HannaRaptor 다문화 교육이건,pc건,바칼이건 
인간의 뇌를 죽탕으로 만드는거...
결코 논리가 뇌를 지배하지 못하도록 is형 인간 만들기임...",1
2022-06-27 04:46:08+00:00,"@MindPoverty 아 왜 이런 찐따교육 하는지 알것 같음
다문화와 PC가 추구하는 바와 상당부분 일맥상통....
초딩때  망쳐놓고 중고딩때  PC주입할려고",1
2022-06-24 08:14:06+00:00,"여성가족부 김현숙 장관,
""외근 다녀왔습니다!""🙋🏻💼

학령기 다문화가족 자녀들이 
동등한 출발선에서
차별 없이 교육받고 성장할 수 있도록 
다문화가족 학부모·자녀, 
동대문구가족센터 종사자들과 
간담회를 가졌습니다! 😀

🔎영상으로 바로 만나기👇
https://t.co/qtUOAXhCSo https://t.co/4IBtZeiBfS",3
2022-06-24 02:50:33+00:00,"대구시교육청, 다문화가정과 학교-교육청-지역사회를‘다(多)-잇다’

-다문화가정 학부모, 언어장벽 없이 촘촘하고 충분한 교육 정보 제공받는다.-

블로그에서 자세하게 알아볼까요?
👉https://t.co/EurWIDvaI1

#대구시교육청 #대구광역시교육청 #대구 #다문화가정 #다국어 #다국어상담서비스",1
2022-06-23 06:00:00+00:00,"유아·놀이중심 교육과정에서 ‘다문화교육’ 실행하기 (이연선)
바로가기: https://t.co/nBLgbr5ORs
#누리과정 #다문화 #영유아 #열린인간 #세계화 https://t.co/Z7JA6qhg0A",1
2022-06-23 02:20:32+00:00,"[교육 제4의 길_no.217] 아동의 인생을 바꾸는 수업지도, 다음 8가지 요소에 답이 있다(+ 한국 학생들이 가장 바라는 선생님 상).
바로가기: https://t.co/eA4oTEQ8IT
#교육을바꾸는사람들 #학습과학 #수업지도 #교사 #학생 #다문화 #열린인간 #지역아동센터 #토요돌봄 #과밀학급 #신도시 #교수법 https://t.co/wi0O3lSZ3t",2
2022-06-21 00:44:14+00:00,교육은 다양한 인재를 양성하는데 목표를 둬야하구. 그러면서 인재들이 문제를 안 일으키게 하려면. 인격교육도 해야하는 거야. 점점 다문화 사회가 되어 가기에 인종 차별 교육도 해야 하고 말이야. 우리 교육은 인격 형성을 너무나 등한시 하지 이거 문제라구.다향한 인재 양성이 곧 국가 경쟁력이야,1
2022-06-20 14:48:20+00:00,"@ashtoashtree 다문화이해교육, 가정폭력예방교육, 물놀이안전교육, 선거교육, 정보통신윤리교육, 생명존중교육, 식품안전교육, 감염병예방교육…..정말 다 말하기도 벅찹니다. 이걸 일년 안에 다 해야 하니. 참…",5
2022-06-20 04:28:49+00:00,"AI 기반 콘텐츠와 ott 플랫폼에서 성우들의 저작인접권을 보장 받지 못하고 있는 어이없는 현실에서 시청소외계층을 위한 우리 말 오디오 드라마는 저시력 노인들과 시각장애인, 다문화가족들에게 방송과 교육이 동시에 일어날 수 있는 공익적인 사업으로 한국성우협회의 첫 공익사업이 될 것입니다.",31
2022-06-20 04:03:25+00:00,"오는 6월 24일 (사)한국성우협회와 ㈜ 나이비 :흐름 드 살롱 업무협약식을 맺을 예정입니다.
우리 말 오디오 드라마를 부활시켜  노인들과 시각장애인, 다문화가족들에게 방송제작과 교육참여가 동시적으로 일어날 수 있도록 적극적인 공익사업을 추진할 예정입니다.",146
2022-06-18 16:02:39+00:00,"생명존중,다문화,평등,인권존중 등의 가치 교육은 초등1학년때부터 필수교육으로 매년 실시하는데 그때마다 지금 우리가 배우는 게 얼마나 중요한지, 나중에 어른이 되서 이런 걸 제대로 못 배우면 어떤 사람이 되는지 이야기한다. 적어도 너희들은 배운 것들을 삶 속에 실천하는 어른으로 자라주렴.",357
2022-06-14 10:36:08+00:00,"가장 인상 깊은 내용은

‘분할통치 이상으로 민중 항쟁을 원천봉쇄하는 데 효과적인 통치술은 존재하지 않는다.’

‘다양성 교육은 오히려 역효과를 낳을 때가 있다. 다문화 정책보다는 공유된 목표가 기본이 되어야 한다.(콕번)’",1
2022-06-14 10:24:21+00:00,"시흥시가족센터, 2022년「다문화가족 방문교육」진행 https://t.co/krtcNLZ1lm",1
2022-06-13 09:42:54+00:00,"📌 김현숙 장관, 동대문구 가족센터 방문(6.13)

동대문구 가족센터를 방문해 다문화가족 자녀들의 성장 경험담, 학부모와 현장관계자들의 의견을 들었습니다.

여성가족부는 학령기 다문화가족 자녀들이
동등한 출발선에서 차별 없이 교육받고 성장할 수 있도록
정책적 지원을 강화하겠습니다. https://t.co/9QePTDyI2M",1
2022-06-12 00:39:44+00:00,"그동안 내가 민족주의를 오해했다. 자꾸 “단일민족”에 개념이 꽂혀 다문화라던가에 민족주의가 설명이 안된다 봤는데, 그건 옛날 교육의 잔재고, 미국이나 다른 다인종/다민족 국가를 보고 있으면 민족주의도 미래에 장착할 수 있다 생각이 든다. 예컨대 미국은 “아메리카 민족”이 되어간다.",1
2022-06-09 07:23:25+00:00,"오늘 굳이 이런 이야기를 하는 이유는, 독서지도 강의를 듣는데 소외계층대상 교육에 굳-이 장애인이나 다문화가정 아이들이 등장하는 책같은게 추천돼서임. 이런 책은 당사자가 아니라 함께 할 사람들이 읽는게 더 마땅함. 오히려 당사자가 읽으면 기분만 이상해짐...",11
2022-06-07 12:05:16+00:00,또덕이네 얼집 이번주 다문화 교육하는데 주제국가가 터키래.. 나도 같이 듣고싶다,2
2022-06-04 03:28:13+00:00,"지금 교육청 분위기가 완전 패닉에 빠졌는데, 이유는 이번에 당선된 교육감이 학벌우선주의고, 학업포기, 소외계층 교육, 마을교육, 다문화가정 등 관련 모든 공문들 다 돌려보내고 있고, 인원추가도 없다고 한다..",1
2022-06-02 04:24:35+00:00,"성기선 안찍은 유권자 성토하는 분위기네.평범한 유권자 입장에선 찍고싶은 유인이 없었음.공보물에 혁신학교 꿈의학교 등이 써있긴 했지만 그게뭔지 설명도 없었음.후보 장점을 부각할만한 내용이 교육전공자란 말 외엔 전혀 없었음.반면 임태희는 장애 다문화 학생에 대한 언급에,돌봄시간 연장까지 https://t.co/rvmE0KmTJr",11
2022-05-31 04:05:39+00:00,"한국생활에 어려움이 있나요?🧐
✅한국어, 진로 교육
✅청소년 다문화감수성 교육
✅개인별 맞춤상담, 상담통역 등

🌈이주배경청소년지원센터로 오세요!

홈페이지 👉 https://t.co/pyGW0l5BmQ
대표전화 👉 02-733-7587
맞춤형정보서비스 👉 02-722-2585

🔎자세히 보기
https://t.co/jWxWQrherc https://t.co/bq7AHMURSO",6
2022-05-28 12:59:47+00:00,"지금 또덕킴 다니는 어린이집은 반당 인원이 많지 않고 프로그램도 다문화교육 등 맘에 드는 것들이 많아서 (뭣보다 선생님들이 좋음) 쭉 보내고 싶다. 

그치만 남의 집 살이 신세.. 과연 이 동네에서 내 집 장만 가능할지ㅠㅠㅠㅠㅠ",1
2022-05-27 09:29:28+00:00,"보통 다문화교육 영상자료는 전반부에 외국인들이 한국인들에게 차별받고 무시당하는걸 보여주고 후반부에 디문화가정을 차별하면안되고 우리모두화합해야한다 뭐 이런결론이 나오는데
초등저학년아이들은 아직 차별을 인지하지도못하니까 그거보고 오히려 충격받는대",3
2022-05-27 09:29:27+00:00,오..부모님이(교사임) 우리나라 다문화교육에대해서 얘기하는거듣고 생각이많아짐,5
2022-05-27 01:46:10+00:00,"다 아우름 속의 행복! 다문화가정 학부모 교육 실시

- 중국, 베트남 등 16개국 다문화가정 학부모 100여 명 참석 -

블로그에서 자세하게 알아볼까요?
👉https://t.co/tSaRF4wNXy

#대구광역시교육청 #대구시교육청 #대구교육청 #다문화가정 #학부모교육실시",1
2022-05-25 11:49:54+00:00,"우리가 교과과정을 확대하고 아시아의 언어 및 문화가 교육에서 ‘대표권을 획득하기 쉽게’ 조치함에 따라, 그 문화에 대해 더욱 제한적이고 훨씬 표층적인 지식이 생산되며, 이제 학생들은 그 지식을 다문화주의의 ‘필수과목’을 이수하기 위해 배운다.",1
2022-05-24 06:57:25+00:00,"모든 학생을 돌보고 꿈을 키우는 행복교육을 실천하겠습니다

- 특별 배려와 돌봄이 필요한 학생 관리 및 복지 지원
(장애학생, 다문화가정 자녀, 생계형 알바학생, 운동부 학생 등)

#윤호상 #후보 #투표 #선거 #운동 https://t.co/fBAVVNvYu5",1
2022-05-23 09:12:01+00:00,"일시  매주 토요일 2~4시
장소  합정역 근처 교육실
음악을 좋아하는 다문화청소년 누구나 
연락처 02-3141-0508 https://t.co/zvfMyOXLmv",4
2022-05-23 07:49:58+00:00,"제 탐라에 계신분들 중 몇분은 알고 계시겠지만 저는 국악전공자입니다.

국악전공자이기에 국악 전문가들이 얼마나 국악을 대중화시키기 위해 노력하고 있는지 그리고 일각에서는 얼마나 전통을 계승하기 위해 노력하고 있는지 알고 있습니다. 근데 국악교육을 다문화교육으로 축소시킨다니..",5
2022-05-23 06:47:36+00:00,"고학년 다문화이해교육/인권/세계시민/지구촌문제... 어쨌든 많은 걸 섞어먹기 유용한 수업 &lt;컬러풀 웨딩즈&gt; 5차시 학습지를 공유합니다.
영화를 반드시 먼저 봐주세요. 분명히 12세 이상 관람가인데 음담패설이 너무 많아요. 성차별 발언도 있습니다. (여자를 케이크에 비유하는 등)",29
2022-05-19 06:07:12+00:00,"이지현 PD는 “방송 이후 게시판을 통해 장애인 아이를 키우는 부모님, 다문화 가정 등에서 감사하다는 말을 많이 해주신다. 아이가 낯설어 하더라도, 이를 계기로 공존에 대한 교육을 할 수 있게 돼 감사하다는 반응도 있다”고 말했다. #EBS #딩동댕유치원 #장애인 #다문화
 
https://t.co/Xn7WHfbGTP",39
2022-05-18 07:31:23+00:00,식문화 예절은 대학 다문화 예절 교육에서 들었었음. 글고... 서양은 내 생각보다 더 개방적인 게ㅋㅋㅋㅋㅋㅋㅋㅋ 바람이나 불륜도 합의하에 하는 경우가 많다고 함. 우리나라처럼 찔리는 구석 있으니 치졸하게 뒤에서 이리 뒹굴고 저리 뒹굴지 않고. 그것도 여자가. 우리나라에선 그랬다가 모가진데,1
2022-05-16 06:25:47+00:00,"히바ㅠ 저희 오늘 무슨 다문화 어쩌구 교육햇는데
저 다쓰고 자고잇엇거든요
아니근데 영상에서 기준이 목소리가 들리는거임ㅠㅠ 벌떡일어남 진짜",2
2022-05-13 20:42:47+00:00,"o. 이번 다문화 가정에 대한 공무원의 일탏행위는 
위법을 멈어 심각한 인권침해이다. 
보도를 보며 결국 나올 것이 나왓다고 생각한다. 
이번 기회에 복무규정 철저히 지키고 친절을 
몸에 베이도록 공무원 교육을 
월단위로 실시해야한다. 
주민센터나 구청은 공무원의 서비스 지표이기 때문이다.",1
2022-05-13 11:31:45+00:00,"많은 것을 담고 있는 기사입니다.미래는 이렇게 이미 현재에 와 있고, 한국은 이미 다인종국가가 되어 있습니다.

&lt;청주 봉명초 다문화 학부모설명회 성황&gt;

""다문화교육정책학교인 봉명초는 29일 러시아 및 중앙아시아 학부모님 110여명을 대상으로 학부모설명회를 열었다"" https://t.co/q1Uig1dG1T",5
2022-05-12 12:12:28+00:00,할 수 없다 이거임. 제주도는 워낙 교육열이 강해서 국제학교도 따로 있고 학원들도 원어민 선생님들 있는곳 굉장히 많고 학교에서도 많이 채용하는편이라 다양한 국적의 외국분들 많음 거의 다문화 섬이 되어가고 있는데 이와중에 한 나라를 차별하는것은 옳지않은 행동이라봄.,1
2022-05-12 07:48:52+00:00,"저는 대부분의 창체 시간에
1. 우선 먼저 다 풀어봐라
2. 하나씩 답을 맞추거나 이야기를 나누자
순서로 진행합니다.
장애이해교육 때 카테고리화를 다루었어야 했는데 깜빡잊어서 이제 시작하네요
성별/장애/다문화 교육과
학급운영 전반에서 '카테고리화'라는 말을 사용합니다.
그 첫시간입니다. https://t.co/ohn1aQVdph",11
2022-05-11 09:33:51+00:00,"하긴 우리도
생각해보면

고대부터 현대까지
동양 서양 막론하고 
윤리에 대해서 배우고 있잖냐 (덤으로 다문화 교육과 통일 교육도 우리가)",1
2022-05-06 12:59:17+00:00,"걍 한국은 컬러리즘 + 동남아 닮았다고 놀리는것보터 좆댄듯요
지금 크는 세대 부터 교육시켜도 답이없는데 다문화라고 해봣자 걍 겉햝기씩교육뿐기4",6
2022-05-06 11:06:02+00:00,"실제로 한국 다문화정책 다문화가족정책부는 어린동남아여성을 시골의노총각들과 매매혼을 통해 시골노동인력을 증가시키고 결혼률을 높이는데에만 관심이 있을뿐,
매매혼 관습의 문제점과, 어린여성과 늙은남자와의 결혼, 그리고 다문화가정2세 아이들의 교육지원문제 등에대해선 관심이 하등 없다. https://t.co/onPI4LZe5G",8
2022-05-05 22:54:59+00:00,"발달장애인 등 위한 지방선거 쉬운 정보 ‘우리동네를 부탁해’
소소한소통와 중앙선거관리위원회, 쉬운 정보 기반 교육자료 만들어
시각장애인 위한 점자·음성 정보 기반 책자… 다문화 언어 책자 자료도 함께 제작
https://t.co/Zg0CQa7Kx6",2
2022-05-02 08:24:54+00:00,세계시민교육 다문화인 거 모르고 있다가 발등에 불붙어서 끄고 옴...,2
2022-04-28 01:02:05+00:00,"🧏🏻인천광역시교육청 다문화교육 진흥 조례 일부개정🙋🏿
제278회 임시회에서는 #인천 거주하는 외국인 자녀가 교육현장에서 소외되지 않고 건강하게 성장할 수 있도록 #인천광역시교육청 #다문화교육 진흥 조례를 일부개정했는데요~

자세한 내용은 링크를 클릭해 주세요!
👉https://t.co/FXrdT6TIha https://t.co/mvwxblVSyp",2
2022-04-27 03:51:44+00:00,"부산교육청, 다문화교육지원단 역량강화 직무연수 실시 https://t.co/vtCWRHDqMu 
#부산교육청 #다문화교육지원단 #역량강화 #직무연수",1
2022-04-25 08:51:34+00:00,성남시다문화가족지원센터 언어발달지원 상반기 부모교육 진행 https://t.co/A6UcCKvDHu,1
2022-04-24 17:31:06+00:00,"사실 
등록금인상동결
소득연계반값등록금
버스환승제도도입 
양육수당확대 
기초노령연금시행 
장애인판정체계개선 
다문화멘토링/직업교육 
고교무상교육 
0~5세보육 국가완전책임제
알뜰폰서비스활성화
이런거 다 보수진영이 했거든..",15
2022-04-23 06:00:43+00:00,"현대중공업이 셔틀버스를 지원하고, 다문화센터가 교육프로그램을 맡기로 해 이날 비로소 첫 수업이 시작됐습니다.  https://t.co/11Znxe9mqy",4
2022-04-22 13:42:26+00:00,"사족3. 4/21 고등어들이 남아였으면 무조건 막스&amp;베버 였음.

사족4. 10년 전 교육봉사 할 때 다문화 가정 쌍둥이 아이들 이름이 할리, 데이비슨 이었음.",3
2022-04-19 09:08:15+00:00,"카드뉴스 &lt;e-대구교육소식&gt; 558호
 ⠀⠀⠀
‘다(多)-잇다’
다문화 맞춤형 교육정보 제공 서비스
 ⠀⠀⠀
📌블로그에서 자세히 알아볼까요?
👉 https://t.co/KbHE1xvLFd
 ⠀⠀⠀ ⠀⠀⠀
#대구광역시교육청 #대구시교육청 #대구교육소식 #카드뉴스 https://t.co/NOh4jt0GsF",1
2022-04-19 07:21:05+00:00,"'미추홀구 가족센터'와 함께하세요!😍

💙아이 키우는데 필요한 육아정보와 모임!
💚전문가에 의한 갈등 위기가정의 가족치료!
💛1:1찾아가는 아이돌봄 서비스!
❤️다문화 가정의 적응을 위한 다양한 교육 프로그램! 등등

건강한 가정을 이룰 수 있도록 전문가들이 여러분을 도와드립니다~!👪 https://t.co/fSM1dF1Rsl",2
2022-04-18 14:03:15+00:00,"""다문화 아이도 한글 배워야죠""…교육 프로그램 개발한 스타트업https://t.co/Mj9dy8lhw5",24
2022-04-18 11:01:27+00:00,"영암군, 다문화강사 양성 및 보수교육 실시 https://t.co/AIbAzDennv",1
2022-04-18 05:33:23+00:00,"사상생활사박물관
&lt;다문화&gt;교육프로그램 운영 안내
'니하오 중국'

↓자세히 보기↓
https://t.co/oP2jydkJ5j https://t.co/hGGlzpxC8P",1
2022-04-17 00:00:10+00:00,"""다문화 아이도 한글 배워야죠""…교육 프로그램 개발한 스타트업 https://t.co/BslFNCZHRt",13
2022-04-14 09:25:42+00:00,"프로그램 다시 듣기 ==&gt;&gt; https://t.co/vPv05LfYhK

-광주시교육감 후보를 초청해 후보들의
정책과 비전을 들어보고 있습니다.

-이정선 예비후보는 다문화 가정 및 
학교밖 청소년 지원을 위한 '다가치 교육센터' 운영과 
학교급별 전환형 공립대안학교 설립 등 책임 교육 정책을 
강조하고 있습니다. https://t.co/GjACMyEYb1",1
2022-04-12 06:45:50+00:00,@HannaRaptor 다문화교육 = pc주입 = 그지사상 = 산상수훈...,1
2022-04-10 13:42:39+00:00,"다문화 교육이나 안전교육, 체험학습 등 마음에 드는 프로그램이 많은건 좋은데 약간.. 저런 부분에선 ‘?????’ 되더라. 

근데 또 이런거 나만 써내나 나만 유난스러운 엄마 되나 싶어지고 그러네;;",6
2022-04-08 04:42:19+00:00,나 그 뭐냐 다문화가정이나 검정고시 교육봉사 하고싶어서 알아보면 다 평일 낮이라...할 수가 업써ㅠㅜㅠ,2
2022-04-06 12:25:16+00:00,"rt) ‘다문화’ 수용성이 20대가 가장 높다는 결과를 보면, 나아가고 있는 제도와 교육의 효과를 간과할 수 없고, 일부 30후반 이상의 우려 혹은 착각과 달리 20대 여성이 역시 모든 부문에서 가장 진보적일지도 모른다. (20대남의 보수화를 감안하면 평균치는 여성이 견인한 거니까)",8
2022-04-05 08:35:11+00:00,"오! 내일 또덕이 얼집에서 다문화교육으로 우즈베키스탄 문화 수업 하나봐!! 

와와..",3
2022-04-04 09:28:33+00:00,오늘 학교에서 다문화교육했는데....적어도 나는 안해도 되지 않을까.....천국과 한국 혼혈을 지독하게 사랑하고 있는데.... https://t.co/2RiDiZkpIv,2
2022-04-03 09:28:59+00:00,"다문화교육이 다문화수용성을 높이는데 기여한 것으로 나타난 조사결과
물론 이것도 여가부가 하는 일 https://t.co/GbWse3La5S",6
2022-03-31 05:53:36+00:00,"📢안전취약계층을 위한 안전교육을 시행합니다. 

✅이주 노동자, 다문화 가정까지 교육 대상 확대
✅온라인 교육, 체험형 프로그램 등 맞춤형 교육 진행
✅전문기관과 강사 명단, 표준교육 자료 등 전문적인 운영 지원

자세히 보기
👉 https://t.co/7TUwjKr8qd

*출처: 대한민국 행정안전부 https://t.co/dv7XtMK6cz",11
2022-03-30 14:06:29+00:00,"아니 내가 트위터 안 올려 했는데
하…지금 개 망했다고
창체 다문화교육 구글 폼 과제 있는 줄도 모르고 5일동안…작성 안 했어
망했어…결과로 됐겠지..?
아놔…빌어먹을…젠장
자퇴하자 하하하ㅏ하하",1
2022-03-30 08:06:47+00:00,"📢안전취약계층을 위한 안전교육을 시행합니다. 

✅이주 노동자, 다문화 가정까지 교육 대상 확대
✅온라인 교육, 체험형 프로그램 등 맞춤형 교육 진행
✅전문기관과 강사 명단, 표준교육 자료 등 전문적인 운영 지원

자세히 보기
👉 https://t.co/MPsMhbJAUJ https://t.co/xVwQgxEtFU",4
2022-03-27 11:08:07+00:00,"다문화 교육이 시작된 지 30년도 되지 않은 사회에서 자란 사람들이 이주민에게 얼마나 긍정적인 입장일 거라고 보는 건지 궁금하다... 
이주민들의 자국식 여성혐오와 우리나라 문화에 녹아들면서 갖추게 된 한국식 여성혐오의 합작품을 두려워하지 않을 수 있는 여성이 있기는 한지?",19
2022-03-26 12:47:12+00:00,"나는 고려인 같은 외국동포가 한국 국적이 된다 = 찬성
외국인 자녀로 한국식 교육을 받은 한국 적응자가 한국 국적이 된다 = 찬성
외국인 노동자로 귀화희망자가 한국 국적이 된다 = 찬성 이라...
한국이 언제까지 '한민족' 의 나라로 있을 수도 없는 것이고. 다민족 다문화 국가로 발전해야 맞다 봄.",1
2022-03-24 21:57:11+00:00,"이 10문제에 얼마나 많은 내용이 담겨있는지... 정보통신 윤리 교육, 다문화, 생명존중, 학폭예방, 진로, 인성, 자아존중감, 민주시민, 안전교육까지 다했네.
고마워서 커피라도 사줄게😁 
오늘 5시 커카에서 만나자! 녤모닝❤
#강다니엘 #KANGDANIEL https://t.co/cYfFM8RlyT",227
2022-03-24 04:54:47+00:00,"인천교육청, 다문화교육 전문가 양성 연수 실시 https://t.co/MwvS50CnRJ 
#다문화교육 #현장지원단 #한국어학급 #문화다양성교육 #다문화이해교육",1
2022-03-21 04:41:40+00:00,"전라남도에서 다문화 엄마학교를 운영합니다.

다문화가정의 자녀 학습지도 및
학교생활 적응 지원을 위해
다문화가정 여성에게
초등학교 과정 교육을 지원합니다.

#다문화가정_학습지원 #다문화_엄마학교
#다문화가정_초등학생 #전남 #전라남도_다문화 https://t.co/kCCLVuHijR",1
2022-03-21 00:54:01+00:00,"@kim00409544 ♧♧여가부란?♧♧

누가 보내온 글인데 

여가부 공무원 아닌  
관련 민간 시민단체.
1년 예산 31조.
1년 국방예산과 맞먹는다. 

하는 일?   
여성 인권 향상과  
여성 우월성 교육  
다문화 가정교육
여성교육 기관",2
2022-03-18 13:44:07+00:00,나는 1조라는 말만 들어도 아이고 저걸로 전국에 저상버스 도입할 수 있겠고 다문화교육 평등교육 할 수 있겠고 극빈층 냉난방 지원 소상공인 지원 예술인 지원 성소수자 정신건강 지원할 수 있겠고 급식노동자 처우개선할 수 있겠고.. 별의별 생각이 다 드는데,1
2022-03-18 04:22:38+00:00,"전남교육청, ''다문화·외국어 교육지원 강화한다'' 

https://t.co/Cfehw1ieTO",1
